,Brite,Definition,Ensembl,Entry,KO,Module,Motif,Other DBs,Pathway,Gene_ID,Protein_ID,UniProt
45,KEGG Orthology (KO) [BR:cre00001] ?Metabolism  Overview  01212 Fatty acid metabolism  CHLREDRAFT_101411  Lipid metabolism  00062 Fatty acid elongation  CHLREDRAFT_101411 Enzymes [BR:cre01000] ?1. Oxidoreductases  1.3 Acting on the CH-CH group of donors  1.3.1 With NAD+ or NADP+ as acceptor  1.3.1.38 trans-2-enoyl-CoA reductase (NADPH)  CHLREDRAFT_101411,(RefSeq) hypothetical protein,CHLREDRAFT_101411,CHLREDRAFT_101411?CDS T01039,K07512 mitochondrial trans-2-enoyl-CoA reductase [EC:1.3.1.38],,Pfam:?ADH_zinc_N ADH_N ADH_zinc_N_2 NmrA,NCBI-GeneID:?5715457NCBI-ProteinID:?XP_001690095JGI:?101411UniProt:?A8HM32,cre00062 Fatty acid elongationcre01100 Metabolic pathwayscre01212 Fatty acid metabolism,5715457,XP_001690095,A8HM32
46,"KEGG Orthology (KO) [BR:cre00001] ?Metabolism  Nucleotide metabolism  00230 Purine metabolism  CHLREDRAFT_101443 (PDE4) Enzymes [BR:cre01000] ?3. Hydrolases  3.1 Acting on ester bonds  3.1.4 Phosphoric-diester hydrolases  3.1.4.53 3',5'-cyclic-AMP phosphodiesterase  CHLREDRAFT_101443 (PDE4)","(RefSeq) 3',5'-cyclic-nucleotide phosphodiesterase",CHLREDRAFT_101443,CHLREDRAFT_101443?CDS T01039,K13293 cAMP-specific phosphodiesterase 4 [EC:3.1.4.53],,Pfam:?PDEase_I,NCBI-GeneID:?5715104NCBI-ProteinID:?XP_001689908JGI:?101443UniProt:?A8HPI9,cre00230 Purine metabolism,5715104,XP_001689908,A8HPI9
47,KEGG Orthology (KO) [BR:cre00001] ?Genetic Information Processing  Translation  03008 Ribosome biogenesis in eukaryotes  CHLREDRAFT_101516 ?Organismal Systems  Environmental adaptation  04712 Circadian rhythm - plant  CHLREDRAFT_101516 Enzymes [BR:cre01000] ?2. Transferases  2.7 Transferring phosphorus-containing groups  2.7.11 Protein-serine/threonine kinases  2.7.11.1 non-specific serine/threonine protein kinase  CHLREDRAFT_101516 Protein kinases [BR:cre01001] ?Serine/threonine protein kinases: Other group  CK2 family  CHLREDRAFT_101516 Ribosome biogenesis [BR:cre03009] ?Eukaryotic Type  90S particles  Kinase  CHLREDRAFT_101516,(RefSeq) hypothetical protein,CHLREDRAFT_101516,CHLREDRAFT_101516?CDS T01039,K03097 casein kinase II subunit alpha [EC:2.7.11.1],,Pfam:?Pkinase,NCBI-GeneID:?5715871NCBI-ProteinID:?XP_001689843JGI:?101516UniProt:?A8HP07,cre03008 Ribosome biogenesis in eukaryotescre04712 Circadian rhythm - plant,5715871,XP_001689843,A8HP07
48,,(RefSeq) hypothetical protein,CHLREDRAFT_101519,CHLREDRAFT_101519?CDS T01039,,,Pfam:?Pkinase Pkinase_Tyr,NCBI-GeneID:?5715090NCBI-ProteinID:?XP_001689457JGI:?101519UniProt:?A8HPH3,,5715090,XP_001689457,A8HPH3
49,KEGG Orthology (KO) [BR:cre00001] ?Metabolism  Overview  01200 Carbon metabolism  CHLREDRAFT_101528  Carbohydrate metabolism  00030 Pentose phosphate pathway  CHLREDRAFT_101528 Enzymes [BR:cre01000] ?3. Hydrolases  3.1 Acting on ester bonds  3.1.1 Carboxylic-ester hydrolases  3.1.1.31 6-phosphogluconolactonase  CHLREDRAFT_101528,(RefSeq) 6-phosphogluconolactonase-like protein,CHLREDRAFT_101528,CHLREDRAFT_101528?CDS T01039,K01057 6-phosphogluconolactonase [EC:3.1.1.31],"cre_M00004 Pentose phosphate pathway (Pentose phosphate cycle)cre_M00006 Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P",Pfam:?Glucosamine_iso,NCBI-GeneID:?5715440NCBI-ProteinID:?XP_001690084JGI:?101528UniProt:?A8HQW1,cre00030 Pentose phosphate pathwaycre01100 Metabolic pathwayscre01110 Biosynthesis of secondary metabolitescre01200 Carbon metabolism,5715440,XP_001690084,A8HQW1
50,,(RefSeq) protein phosphatase 1 beta,CHLREDRAFT_101543,CHLREDRAFT_101543?CDS T01039,,,Pfam:?Metallophos Kelch_4 Kelch_3 Kelch_5 Kelch_6 Kelch_2 Kelch_1 STPPase_N GNAT_acetyltran,NCBI-GeneID:?5715746NCBI-ProteinID:?XP_001689767JGI:?101543UniProt:?A8HNE3,,5715746,XP_001689767,A8HNE3
51,,(RefSeq) hypothetical protein,CHLREDRAFT_101586,CHLREDRAFT_101586?CDS T01039,,,Pfam:?Complex1_LYR,NCBI-GeneID:?5715319NCBI-ProteinID:?XP_001689566JGI:?101586UniProt:?A8HQA7,,5715319,XP_001689566,A8HQA7
52,Chromosome [BR:cre03036] ?Eukaryotic Type  Chromatin remodeling factors  SRCAP complex  CHLREDRAFT_101588  SWR1 complex  CHLREDRAFT_101588,(RefSeq) hypothetical protein,CHLREDRAFT_101588,CHLREDRAFT_101588?CDS T01039,K11663 zinc finger HIT domain-containing protein 1,,Pfam:?zf-HIT,NCBI-GeneID:?5715627NCBI-ProteinID:?XP_001689709JGI:?101588UniProt:?A8HMU6,,5715627,XP_001689709,A8HMU6
53,Ubiquitin system [BR:cre04121] ?Ubiquitin ligases (E3)  Multi subunit Ring-finger type E3  Cul4 complex  Target recognizing subunit (DCAF)  CHLREDRAFT_10159,(RefSeq) hypothetical protein,CHLREDRAFT_10159,CHLREDRAFT_10159 CDS T01039,K11804 WD repeat-containing protein 42A,,Pfam:?WD40 CDC45,NCBI-GeneID:?5716213NCBI-ProteinID:?XP_001690458JGI:?10159UniProt:?A8IHG6,,5716213,XP_001690458,A8IHG6
54,,(RefSeq) hypothetical protein,CHLREDRAFT_101593,CHLREDRAFT_101593?CDS T01039,,,Pfam:?Pkinase Pkinase_Tyr APH Kdo FTA2,NCBI-GeneID:?5715382NCBI-ProteinID:?XP_001689590JGI:?101593UniProt:?A8HQK1,,5715382,XP_001689590,A8HQK1
55,,(RefSeq) tRNA (uracil-5-)-methyltransferase,CHLREDRAFT_101596,CHLREDRAFT_101596?CDS T01039,,,Pfam:?tRNA_U5-meth_tr Methyltransf_25 MTS Methyltransf_15 Methyltransf_11 Methyltransf_4 Methyltransf_31 RrnaAD,NCBI-GeneID:?5715205NCBI-ProteinID:?XP_001689512JGI:?101596UniProt:?A8HPV8,,5715205,XP_001689512,A8HPV8
56,,(RefSeq) hypothetical protein,CHLREDRAFT_101629,CHLREDRAFT_101629?CDS T01039,,,Pfam:?cobW CobW_C GTP_EFTU TsaE,NCBI-GeneID:?5715769NCBI-ProteinID:?XP_001689783JGI:?101629UniProt:?A8HNJ4,,5715769,XP_001689783,A8HNJ4
57,KEGG Orthology (KO) [BR:cre00001] ?Metabolism  Metabolism of cofactors and vitamins  00130 Ubiquinone and other terpenoid-quinone biosynthesis  CHLREDRAFT_101649 Enzymes [BR:cre01000] ?5. Isomerases  5.5 Intramolecular lyases  5.5.1 Intramolecular lyases (only sub-subclass identified to date)  5.5.1.24 tocopherol cyclase  CHLREDRAFT_101649,(RefSeq) tocopherol cyclase,CHLREDRAFT_101649,CHLREDRAFT_101649?CDS T01039,K09834 tocopherol cyclase [EC:5.5.1.24],cre_M00112 Tocopherol/tocotorienol biosynthesis,Pfam:?Tocopherol_cycl,NCBI-GeneID:?5715077NCBI-ProteinID:?XP_001689451JGI:?101649UniProt:?A8HPF7,cre00130 Ubiquinone and other terpenoid-quinone biosynthesiscre01100 Metabolic pathwayscre01110 Biosynthesis of secondary metabolites,5715077,XP_001689451,A8HPF7
58,"KEGG Orthology (KO) [BR:cre00001] ?Metabolism  Overview  01230 Biosynthesis of amino acids  CHLREDRAFT_101662 (ARG7)  Amino acid metabolism  00250 Alanine, aspartate and glutamate metabolism  CHLREDRAFT_101662 (ARG7)  00220 Arginine biosynthesis  CHLREDRAFT_101662 (ARG7) Enzymes [BR:cre01000] ?4. Lyases  4.3 Carbon-nitrogen lyases  4.3.2 Amidine-lyases  4.3.2.1 argininosuccinate lyase  CHLREDRAFT_101662 (ARG7) Exosome [BR:cre04147] ?Exosomal proteins  Exosomal proteins of other body fluids (saliva and urine)  CHLREDRAFT_101662 (ARG7)",(RefSeq) argininosuccinate lyase,CHLREDRAFT_101662,CHLREDRAFT_101662?CDS T01039,K01755 argininosuccinate lyase [EC:4.3.2.1],,Pfam:?Lyase_1 ASL_C2,NCBI-GeneID:?5715208NCBI-ProteinID:?XP_001689515JGI:?101662UniProt:?A8HPW1,"cre00220 Arginine biosynthesiscre00250 Alanine, aspartate and glutamate metabolismcre01100 Metabolic pathwayscre01110 Biosynthesis of secondary metabolitescre01230 Biosynthesis of amino acids",5715208,XP_001689515,A8HPW1
59,KEGG Orthology (KO) [BR:cre00001] ?Genetic Information Processing  Transcription  03040 Spliceosome  CHLREDRAFT_101665 Spliceosome [BR:cre03041] ?Complex B  Other components  Prp19-related factors  CHLREDRAFT_101665 ?Complex C  CHLREDRAFT_101665,(RefSeq) GCIP domain protein,CHLREDRAFT_101665,CHLREDRAFT_101665?CDS T01039,K12868 pre-mRNA-splicing factor SYF2,"cre_M00355 Spliceosome, 35S U5-snRNP",Pfam:?SYF2,NCBI-GeneID:?5715497NCBI-ProteinID:?XP_001689652JGI:?101665UniProt:?A8HM95,cre03040 Spliceosome,5715497,XP_001689652,A8HM95
60,KEGG Orthology (KO) [BR:cre00001] ?Metabolism  Overview  01212 Fatty acid metabolism  CHLREDRAFT_101671  Lipid metabolism  00061 Fatty acid biosynthesis  CHLREDRAFT_101671  Biosynthesis of other secondary metabolites  00333 Prodigiosin biosyntheses  CHLREDRAFT_101671 Enzymes [BR:cre01000] ?2. Transferases  2.3 Acyltransferases  2.3.1 Transferring groups other than aminoacyl groups  2.3.1.39 [acyl-carrier-protein] S-malonyltransferase  CHLREDRAFT_101671 Lipid biosynthesis proteins [BR:cre01004] ?Fatty acid synthase  Component type  CHLREDRAFT_101671,(RefSeq) malonyl-CoA:acyl-carrier-protein transacylase,CHLREDRAFT_101671,CHLREDRAFT_101671?CDS T01039,K00645 [acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39],"cre_M00082 Fatty acid biosynthesis, initiation",Pfam:?Acyl_transf_1,NCBI-GeneID:?5715908NCBI-ProteinID:?XP_001689862JGI:?101671UniProt:?A8HP61,cre00061 Fatty acid biosynthesiscre01100 Metabolic pathwayscre01212 Fatty acid metabolism,5715908,XP_001689862,A8HP61
61,,(RefSeq) hypothetical protein,CHLREDRAFT_101710,CHLREDRAFT_101710?CDS T01039,,,Pfam:?DUF455,NCBI-GeneID:?5715896NCBI-ProteinID:?XP_001690312JGI:?101710UniProt:?A8HP45,,5715896,XP_001690312,A8HP45
62,Enzymes [BR:cre01000] ?2. Transferases  2.1 Transferring one-carbon groups  2.1.1 Methyltransferases  2.1.1.192 23S rRNA (adenine2503-C2)-methyltransferase  CHLREDRAFT_101817 Ribosome biogenesis [BR:cre03009] ?Prokaryotic Type  rRNA modification factors  23S rRNA modification factors  CHLREDRAFT_101817,(RefSeq) hypothetical protein,CHLREDRAFT_101817,CHLREDRAFT_101817?CDS T01039,K06941 23S rRNA (adenine2503-C2)-methyltransferase [EC:2.1.1.192],,Pfam:?Radical_SAM Fer4_14 Fer4_12 MazE_antitoxin SE,NCBI-GeneID:?5715606NCBI-ProteinID:?XP_001689704JGI:?101817UniProt:?A8HMR0,,5715606,XP_001689704,A8HMR0
63,KEGG Orthology (KO) [BR:cre00001] ?Genetic Information Processing  Translation  03010 Ribosome  CHLREDRAFT_101876 (MRPL20) Ribosome [BR:cre03011] ?Ribosomal Proteins  Mitochondria/ Chloroplast  Large subunit  CHLREDRAFT_101876 (MRPL20)  Bacteria  CHLREDRAFT_101876 (MRPL20),(RefSeq) mitochondrial ribosomal protein L20,CHLREDRAFT_101876,CHLREDRAFT_101876?CDS T01039,K02887 large subunit ribosomal protein L20,,Pfam:?Ribosomal_L20 DEC-1_N,NCBI-GeneID:?5715777NCBI-ProteinID:?XP_001689789JGI:?101876UniProt:?A8HNL1,cre03010 Ribosome,5715777,XP_001689789,A8HNL1
64,,(RefSeq) hypothetical protein,CHLREDRAFT_101882,CHLREDRAFT_101882?CDS T01039,,,Pfam:?Eapp_C,NCBI-GeneID:?5715571NCBI-ProteinID:?XP_001689688JGI:?101882UniProt:?A8HMK4,,5715571,XP_001689688,A8HMK4
65,"KEGG Orthology (KO) [BR:cre00001] ?Genetic Information Processing  Translation  00970 Aminoacyl-tRNA biosynthesis  CHLREDRAFT_101947 Enzymes [BR:cre01000] ?6. Ligases  6.1 Forming carbon-oxygen bonds  6.1.1 Ligases forming aminoacyl-tRNA and related compounds  6.1.1.1 tyrosine---tRNA ligase  CHLREDRAFT_101947 Amino acid related enzymes [BR:cre01007] ?Aminoacyl-tRNA synthetase  Class I (G)  CHLREDRAFT_101947 Transfer RNA biogenesis [BR:cre03016] ?Eukaryotic Type  Aminoacyl-tRNA synthetases (AARSs)  Other AARSs  CHLREDRAFT_101947 ?Prokaryotic Type  CHLREDRAFT_101947 Mitochondrial biogenesis [BR:cre03029] ?Mitochondrial DNA transcription, translation, and replication factors  Mitochondrial transcription and translation factors  Other mitochondrial DNA transcription and translation factors  CHLREDRAFT_101947",(RefSeq) hypothetical protein,CHLREDRAFT_101947,CHLREDRAFT_101947?CDS T01039,K01866 tyrosyl-tRNA synthetase [EC:6.1.1.1],"cre_M00359 Aminoacyl-tRNA biosynthesis, eukaryotes",Pfam:?tRNA_bind,NCBI-GeneID:?5715658NCBI-ProteinID:?XP_001690203JGI:?101947UniProt:?A8HMZ3,cre00970 Aminoacyl-tRNA biosynthesis,5715658,XP_001690203,A8HMZ3
66,,(RefSeq) PfkB-type carbohydrate kinase,CHLREDRAFT_101965,CHLREDRAFT_101965?CDS T01039,,,Pfam:?PfkB,NCBI-GeneID:?5715667NCBI-ProteinID:?XP_001690209JGI:?101965UniProt:?A8HN08,,5715667,XP_001690209,A8HN08
67,KEGG Orthology (KO) [BR:cre00001] ?Genetic Information Processing  Translation  03008 Ribosome biogenesis in eukaryotes  CHLREDRAFT_102075 Ribosome biogenesis [BR:cre03009] ?Eukaryotic Type  Pre-60S particles  Export and cytoplasmic maturation factors  CHLREDRAFT_102075,(RefSeq) hypothetical protein,CHLREDRAFT_102075,CHLREDRAFT_102075?CDS T01039,K14574 ribosome maturation protein SDO1,,Pfam:?SBDS_C SBDS DUF1216,NCBI-GeneID:?5715144NCBI-ProteinID:?XP_001689481JGI:?102075UniProt:?A8HPN6,cre03008 Ribosome biogenesis in eukaryotes,5715144,XP_001689481,A8HPN6
68,Enzymes [BR:cre01000] ?2. Transferases  2.1 Transferring one-carbon groups  2.1.1 Methyltransferases  2.1.1.322 type IV protein arginine methyltransferase  CHLREDRAFT_102084 Chromosome [BR:cre03036] ?Eukaryotic Type  Histone modification proteins  HMTs (histone methyltransferases)  PRMTs (protein arginine metyltransferases)  CHLREDRAFT_102084,(RefSeq) hypothetical protein,CHLREDRAFT_102084,CHLREDRAFT_102084?CDS T01039,K18477 type IV protein arginine methyltransferase [EC:2.1.1.322],,Pfam:?Ank_5 Ank_2 Ank Ank_4 Ank_3 Methyltransf_24 Methyltransf_16 MTS,NCBI-GeneID:?5715730NCBI-ProteinID:?XP_001690240JGI:?102084UniProt:?A8HNB9,,5715730,XP_001690240,A8HNB9
69,"KEGG Orthology (KO) [BR:cre00001] ?Metabolism  Metabolism of cofactors and vitamins  00740 Riboflavin metabolism  CHLREDRAFT_102099 Enzymes [BR:cre01000] ?3. Hydrolases  3.5 Acting on carbon-nitrogen bonds, other than peptide bonds  3.5.4 In cyclic amidines  3.5.4.25 GTP cyclohydrolase II  CHLREDRAFT_102099 ?4. Lyases  4.1 Carbon-carbon lyases  4.1.99 Other carbon-carbon lyases  4.1.99.12 3,4-dihydroxy-2-butanone-4-phosphate synthase  CHLREDRAFT_102099",(RefSeq) bifunctional GTP cyclohydrolase,CHLREDRAFT_102099,CHLREDRAFT_102099?CDS T01039,"K14652 3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II [EC:4.1.99.12 3.5.4.25]","cre_M00125 Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD",Pfam:?DHBP_synthase GTP_cyclohydro2,NCBI-GeneID:?5715886NCBI-ProteinID:?XP_001689850JGI:?102099UniProt:?A8HP30,cre00740 Riboflavin metabolismcre01100 Metabolic pathwayscre01110 Biosynthesis of secondary metabolites,5715886,XP_001689850,A8HP30
70,"KEGG Orthology (KO) [BR:cre00001] ?Metabolism  Nucleotide metabolism  00230 Purine metabolism  CHLREDRAFT_102200 Enzymes [BR:cre01000] ?3. Hydrolases  3.5 Acting on carbon-nitrogen bonds, other than peptide bonds  3.5.4 In cyclic amidines  3.5.4.6 AMP deaminase  CHLREDRAFT_102200",(RefSeq) AMP deaminase,CHLREDRAFT_102200,CHLREDRAFT_102200?CDS T01039,K01490 AMP deaminase [EC:3.5.4.6],,Pfam:?A_deaminase,NCBI-GeneID:?5718566NCBI-ProteinID:?XP_001693027JGI:?102200UniProt:?A8IVW3,cre00230 Purine metabolismcre01100 Metabolic pathwayscre01110 Biosynthesis of secondary metabolites,5718566,XP_001693027,A8IVW3
71,"Chromosome [BR:cre03036] ?Eukaryotic Type  Nucleosome assembly factors  Histones  CHLREDRAFT_102205 (HTB38) Exosome [BR:cre04147] ?Exosomal proteins  Exosomal proteins of haemopoietic cells (B-cell, T-cell, DC-cell, reticulocyte, and mast cell)  CHLREDRAFT_102205 (HTB38)",(RefSeq) histone H2B,CHLREDRAFT_102205,CHLREDRAFT_102205?CDS T01039,K11252 histone H2B,,Pfam:?Histone CBFD_NFYB_HMF TFIID_20kDa YscO-like 4HB_MCP_1 NPR3,NCBI-GeneID:?5718645NCBI-ProteinID:?XP_001692948JGI:?102205UniProt:?A8IW84,,5718645,XP_001692948,A8IW84
72,Enzymes [BR:cre01000] ?2. Transferases  2.7 Transferring phosphorus-containing groups  2.7.11 Protein-serine/threonine kinases  2.7.11.1 non-specific serine/threonine protein kinase  CHLREDRAFT_102238 Protein kinases [BR:cre01001] ?Serine/threonine protein kinases: AGC group  AUR family [OT]  CHLREDRAFT_102238 Chromosome [BR:cre03036] ?Eukaryotic Type  Sister chromatid separation proteins  Aurora kinases  CHLREDRAFT_102238,(RefSeq) hypothetical protein,CHLREDRAFT_102238,CHLREDRAFT_102238?CDS T01039,"K08850 aurora kinase, other [EC:2.7.11.1]",,Pfam:?Pkinase Pkinase_Tyr Kinase-like Seadorna_VP7 APH Haspin_kinase,NCBI-GeneID:?5718658NCBI-ProteinID:?XP_001693081JGI:?102238UniProt:?A8IWA1,,5718658,XP_001693081,A8IWA1
73,,(RefSeq) flavodoxin-like protein,CHLREDRAFT_102299,CHLREDRAFT_102299?CDS T01039,,,Pfam:?Flavin_Reduct Flavodoxin_1 Flavodoxin_5 Flavodoxin_3,NCBI-GeneID:?5718563NCBI-ProteinID:?XP_001692916JGI:?102299UniProt:?A8IVV9,,5718563,XP_001692916,A8IVV9
74,Enzymes [BR:cre01000] ?2. Transferases  2.7 Transferring phosphorus-containing groups  2.7.11 Protein-serine/threonine kinases  2.7.11.22 cyclin-dependent kinase  CHLREDRAFT_102300 (FAP247) Protein kinases [BR:cre01001] ?Serine/threonine protein kinases: CMGC group  CDKL family  CHLREDRAFT_102300 (FAP247),(RefSeq) flagellar associated protein,CHLREDRAFT_102300,CHLREDRAFT_102300?CDS T01039,K08824 cyclin-dependent kinase-like [EC:2.7.11.22],,Pfam:?Pkinase Pkinase_Tyr RIO1 Kinase-like Kdo YrbL-PhoP_reg,NCBI-GeneID:?5718449NCBI-ProteinID:?XP_001692970JGI:?102300UniProt:?A8IVC7,,5718449,XP_001692970,A8IVC7
75,,(RefSeq) hypothetical protein,CHLREDRAFT_102309,CHLREDRAFT_102309?CDS T01039,,,Pfam:?Hydrolase_4 Abhydrolase_1 BAAT_C Abhydrolase_6 Peptidase_S15 FSH1 UPF0227 DUF1749 Thioesterase Peptidase_S9 DUF2974 Abhydrolase_4,NCBI-GeneID:?5718498NCBI-ProteinID:?XP_001692888JGI:?102309UniProt:?A8IVL2,,5718498,XP_001692888,A8IVL2
76,KEGG Orthology (KO) [BR:cre00001] ?Genetic Information Processing  Translation  03013 RNA transport  CHLREDRAFT_102338 (EIF5Bd) Protein phosphatases and associated proteins [BR:cre01009] ?Protein Ser/ Thr phosphatases  Phosphoprotein phosphatases (PPPs)  Protein phosphatase-1  PP1-interacting proteins (PIPs)  CHLREDRAFT_102338 (EIF5Bd) Translation factors [BR:cre03012] ?Eukaryotic Type  Initiation factors  eIF-2  CHLREDRAFT_102338 (EIF5Bd),(RefSeq) eukaryotic initiation factor,CHLREDRAFT_102338,CHLREDRAFT_102338?CDS T01039,K03238 translation initiation factor 2 subunit 2,,Pfam:?eIF-5_eIF-2B Lar_restr_allev TF_Zn_Ribbon Elf1,NCBI-GeneID:?5718570NCBI-ProteinID:?XP_001693030JGI:?102338UniProt:?A8IVW9,cre03013 RNA transport,5718570,XP_001693030,A8IVW9
77,,(RefSeq) hypothetical protein,CHLREDRAFT_102339,CHLREDRAFT_102339?CDS T01039,,,Pfam:?Syja_N,NCBI-GeneID:?5718465NCBI-ProteinID:?XP_001692977JGI:?102339UniProt:?A8IVF4,,5718465,XP_001692977,A8IVF4
78,,(RefSeq) hypothetical protein,CHLREDRAFT_102417,CHLREDRAFT_102417?CDS T01039,,,Pfam:?UBD,NCBI-GeneID:?5718437NCBI-ProteinID:?XP_001692964JGI:?102417UniProt:?A8IVA5,,5718437,XP_001692964,A8IVA5
79,Enzymes [BR:cre01000] ?1. Oxidoreductases  1.8 Acting on a sulfur group of donors  1.8.5 With a quinone or similar compound as acceptor  1.8.5.7 glutathionyl-hydroquinone reductase  CHLREDRAFT_102428,(RefSeq) hypothetical protein,CHLREDRAFT_102428,CHLREDRAFT_102428?CDS T01039,K07393 glutathionyl-hydroquinone reductase [EC:1.8.5.7],,Pfam:?GST_N_2 GST_C_2 GST_C GST_N_3 GST_C_3,NCBI-GeneID:?5718453NCBI-ProteinID:?XP_001692860JGI:?102428UniProt:?A8IVD4,,5718453,XP_001692860,A8IVD4
80,KEGG Orthology (KO) [BR:cre00001] ?Genetic Information Processing  Replication and repair  03420 Nucleotide excision repair  CHLREDRAFT_102433 DNA repair and recombination proteins [BR:cre03400] ?Eukaryotic Type  SSBR (single strand breaks repair)  NER (nucleotide excision repair)  Other NER factors  CHLREDRAFT_102433,(RefSeq) hypothetical protein,CHLREDRAFT_102433,CHLREDRAFT_102433?CDS T01039,K10849 DNA excision repair protein ERCC-1,,Pfam:?Rad10 HHH_5,NCBI-GeneID:?5718766NCBI-ProteinID:?XP_001693292JGI:?102433UniProt:?A8IWT0,cre03420 Nucleotide excision repair,5718766,XP_001693292,A8IWT0
81,Chromosome [BR:cre03036] ?Eukaryotic Type  Centrosome formation and ciliogenesis proteins  Spindle formation proteins  CHLREDRAFT_102475 Cytoskeleton proteins [BR:cre04812] ?Eukaryotic cytoskeleton proteins  Microtubules  Tubulin-binding proteins  Kinesins  CHLREDRAFT_102475,(RefSeq) hypothetical protein,CHLREDRAFT_102475,CHLREDRAFT_102475?CDS T01039,K10405 kinesin family member C1,,Pfam:?Kinesin Microtub_bd YabB,NCBI-GeneID:?5718936NCBI-ProteinID:?XP_001693230JGI:?102475UniProt:?A8IXP8,,5718936,XP_001693230,A8IXP8
82,KEGG Orthology (KO) [BR:cre00001] ?Metabolism  Overview  01212 Fatty acid metabolism  CHLREDRAFT_102512  Lipid metabolism  00061 Fatty acid biosynthesis  CHLREDRAFT_102512  Metabolism of cofactors and vitamins  00780 Biotin metabolism  CHLREDRAFT_102512 Enzymes [BR:cre01000] ?4. Lyases  4.2 Carbon-oxygen lyases  4.2.1 Hydro-lyases  4.2.1.59 3-hydroxyacyl-[acyl-carrier-protein] dehydratase  CHLREDRAFT_102512 Lipid biosynthesis proteins [BR:cre01004] ?Fatty acid synthase  Component type  CHLREDRAFT_102512,(RefSeq) hypothetical protein,CHLREDRAFT_102512,CHLREDRAFT_102512?CDS T01039,K02372 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59],"cre_M00083 Fatty acid biosynthesis, elongation",Pfam:?FabA MaoC_dehydratas 4HBT,NCBI-GeneID:?5718808NCBI-ProteinID:?XP_001693164JGI:?102512UniProt:?A8IX17,cre00061 Fatty acid biosynthesiscre00780 Biotin metabolismcre01100 Metabolic pathwayscre01212 Fatty acid metabolism,5718808,XP_001693164,A8IX17
83,Mitochondrial biogenesis [BR:cre03029] ?Mitochondrial quality control factors  Mitochondrial respiratory chain complex assembly factors  Complex-I assembly factors  CHLREDRAFT_102527,(RefSeq) hypothetical protein,CHLREDRAFT_102527,CHLREDRAFT_102527?CDS T01039,K18163 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 6,,Pfam:?SQS_PSY,NCBI-GeneID:?5718719NCBI-ProteinID:?XP_001693265JGI:?102527UniProt:?A8IWL1,,5718719,XP_001693265,A8IWL1
84,KEGG Orthology (KO) [BR:cre00001] ?Metabolism  Nucleotide metabolism  00240 Pyrimidine metabolism  CHLREDRAFT_102571 Enzymes [BR:cre01000] ?2. Transferases  2.7 Transferring phosphorus-containing groups  2.7.1 Phosphotransferases with an alcohol group as acceptor  2.7.1.21 thymidine kinase  CHLREDRAFT_102571,(RefSeq) hypothetical protein,CHLREDRAFT_102571,CHLREDRAFT_102571?CDS T01039,K00857 thymidine kinase [EC:2.7.1.21],,Pfam:?TK AAA_30 AAA_14 AAA_22,NCBI-GeneID:?5718689NCBI-ProteinID:?XP_001693099JGI:?102571UniProt:?A8IWF5,cre00240 Pyrimidine metabolismcre01100 Metabolic pathways,5718689,XP_001693099,A8IWF5
85,Enzymes [BR:cre01000] ?3. Hydrolases  3.6 Acting on acid anhydrides  3.6.3 Acting on acid anhydrides to catalyse transmembrane movement of substances  3.6.3.16 arsenite-transporting ATPase  CHLREDRAFT_102612 Transporters [BR:cre02000] ?Other Transporters  Others  CHLREDRAFT_102612,(RefSeq) hypothetical protein,CHLREDRAFT_102612,CHLREDRAFT_102612?CDS T01039,K01551 arsenite-transporting ATPase [EC:3.6.3.16],,Pfam:?ArsA_ATPase AAA_31 CbiA Fer4_NifH ParA CBP_BcsQ Zeta_toxin SRP54 AAA_25 MipZ ArgK NB-ARC AAA_16 AAA_18 AAA_24 PhoH ResIII RNA_helicase,NCBI-GeneID:?5718862NCBI-ProteinID:?XP_001693332JGI:?102612UniProt:?A8IXB8,,5718862,XP_001693332,A8IXB8
86,,(RefSeq) hypothetical protein,CHLREDRAFT_102631,CHLREDRAFT_102631?CDS T01039,K13696 abhydrolase domain-containing protein 1/3,,Pfam:?Abhydrolase_1 Hydrolase_4,NCBI-GeneID:?5718725NCBI-ProteinID:?XP_001693269JGI:?102631UniProt:?A8IWM0,,5718725,XP_001693269,A8IWM0
